SubscriptionName,SubscriptionId,Region,ResourceProvider,ResourceName,DisplayName,CurrentUsage,QuotaLimit,Unit
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,availabilitySets,Availability Sets,0,2500,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,virtualMachineScaleSets,Virtual Machine Scale Sets,0,2500,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,dedicatedVCpus,Dedicated vCPUs,0,3000,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,cloudServices,Cloud Services,0,2500,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,basicAFamily,Basic A Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardA0_A7Family,Standard A0-A7 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardA8_A11Family,Standard A8-A11 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardAv2Family,Standard Av2 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardBSFamily,Standard BS Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardBasv2Family,Standard Basv2 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardBsv2Family,Standard Bsv2 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardBpsv2Family,Standard Bpsv2 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDFamily,Standard D Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDv2Family,Standard Dv2 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDv2PromoFamily,Standard Dv2 Promo Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardDadsv7Family,Standard Dadsv7 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardDaldsv7Family,Standard Daldsv7 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardDalsv7Family,Standard Dalsv7 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardDasv7Family,Standard Dasv7 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardDdsv6Family,Standard Ddsv6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardDldsv6Family,Standard Dldsv6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardDlsv6Family,Standard Dlsv6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardDsv6Family,Standard Dsv6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDADSv5Family,Standard DADSv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDadv6Family,standard Dadv6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDaldv6Family,standard Daldv6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDalv6Family,standard Dalv6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDASv4Family,Standard DASv4 Family vCPUs,0,175,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDASv5Family,Standard DASv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDav6Family,standard Dav6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDAv4Family,Standard DAv4 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDDSv4Family,Standard DDSv4 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDDSv5Family,Standard DDSv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDDv4Family,Standard DDv4 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDDv5Family,Standard DDv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDLDSv5Family,Standard DLDSv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDLSv5Family,Standard DLSv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDPDSv5Family,Standard DPDSv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardDpdsv6Family,Standard Dpdsv6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDPLDSv5Family,Standard DPLDSv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardDpldsv6Family,Standard Dpldsv6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDPLSv5Family,Standard DPLSv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardDplsv6Family,Standard Dplsv6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDPSv5Family,Standard DPSv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardDpsv6Family,Standard Dpsv6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDSv3Family,Standard DSv3 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDSv4Family,Standard DSv4 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDSv5Family,Standard DSv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDv3Family,Standard Dv3 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDv4Family,Standard Dv4 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDv5Family,Standard Dv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDCEDV6Family,Standard DCEDV6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDCEV6Family,Standard DCEV6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDCADCCV5Family,standard DCADCCV5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDCADSv5Family,Standard DCADSv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDCadsv6Family,Standard DCadsv6 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDCACCV5Family,standard DCACCV5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDCASv5Family,Standard DCASv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDCasv6Family,Standard DCasv6 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDDCSv3Family,Standard DDCSv3 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDCEDV5Family,Standard DCEDV5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDCEV5Family,Standard DCEV5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDCSv3Family,Standard DCSv3 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDCSv2Family,Standard DCSv2 Family vCPUs,0,8,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDCSFamily,Standard DCS Family vCPUs,0,8,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDSFamily,Standard DS Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDSv2Family,Standard DSv2 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardDSv2PromoFamily,Standard DSv2 Promo Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEIDSv5Family,Standard EIDSv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEIDv5Family,Standard EIDv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEISv5Family,Standard EISv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEIv5Family,Standard EIv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEIADSv5Family,Standard EIADSv5 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEIASv5Family,Standard EIASv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEIBDSv5Family,Standard EIBDSv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEIBSv5Family,Standard EIBSv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardEadsv7Family,Standard Eadsv7 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardEasv7Family,Standard Easv7 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardEdsv6Family,Standard Edsv6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardEsv6Family,Standard Esv6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEADSv5Family,Standard EADSv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEASv4Family,Standard EASv4 Family vCPUs,0,175,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEASv5Family,Standard EASv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEDSv4Family,Standard EDSv4 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEDSv5Family,Standard EDSv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardESv3Family,Standard ESv3 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardESv4Family,Standard ESv4 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardESv5Family,Standard ESv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEadv6Family,standard Eadv6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEav6Family,standard Eav6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEAv4Family,Standard EAv4 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEBDSv5Family,Standard EBDSv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEBSv5Family,Standard EBSv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEDv4Family,Standard EDv4 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEDv5Family,Standard EDv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEPDSv5Family,Standard EPDSv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardEpdsv6Family,Standard Epdsv6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEPSv5Family,Standard EPSv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardEpsv6Family,Standard Epsv6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEv3Family,Standard Ev3 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEv4Family,Standard Ev4 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEv5Family,Standard Ev5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEISv3Family,Standard EISv3 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEIv3Family,Standard EIv3 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardXEIDSv4Family,Standard EIDSv4 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardXEISv4Family,Standard XEISv4 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardEIASv4Family,Standard EIASv4 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardECEDV5Family,Standard ECEDV5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardECEV5Family,Standard ECEV5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardECADCCV5Family,standard ECADCCV5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardECADSv5Family,Standard ECADSv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardECadsv6Family,Standard ECadsv6 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardECACCV5Family,standard ECACCV5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardECASv5Family,Standard ECASv5 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardECasv6Family,Standard ECasv6 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardECEDV6Family,Standard ECEDV6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardECEV6Family,Standard ECEV6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardECIADSv5Family,Standard ECIADSv5 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardECIASv5Family,Standard ECIASv5 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardFFamily,Standard F Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardFamdsv7Family,Standard Famdsv7 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardFamsv7Family,Standard Famsv7 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardFadsv7Family,Standard Fadsv7 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardFaldsv7Family,Standard Faldsv7 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardFalsv6Family,Standard Falsv6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardFalsv7Family,Standard Falsv7 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardFamsv6Family,Standard Famsv6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardFasv6Family,Standard Fasv6 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardFasv7Family,Standard Fasv7 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardFSFamily,Standard FS Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardFSv2Family,Standard FSv2 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardFXmdsv2Family,Standard FXmdsv2 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardFXmsv2Family,Standard FXmsv2 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardFXMDVSFamily,Standard FXMDVS Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardGFamily,Standard G Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardGSFamily,Standard GS Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardHFamily,Standard H Family vCPUs,0,32,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardHPromoFamily,Standard H Promo Family vCPUs,0,32,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardHBrsv2Family,Standard HBrsv2 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardHBv3Family,Standard HBv3 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardHBv4Family,Standard HBv4 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardHBv5Family,Standard Hbv5 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardHBSFamily,Standard HBS Family vCPUs,0,240,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardHCSFamily,Standard HCS Family vCPUs,0,176,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardHXFamily,Standard HX Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,internalNDMSv1Family,InternalNDM Sv 1 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardLaosv4Family,Standard Laosv4 Family vCPUs,0,350,Count
