SubscriptionName,SubscriptionId,Region,ResourceProvider,ResourceName,DisplayName,CurrentUsage,QuotaLimit,Unit
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardLASv3Family,Standard LASv3 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardLasv4Family,Standard Lasv 4 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardLSFamily,Standard LS Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardLSv2Family,Standard LSv2 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardLSv3Family,Standard LSv3 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardLsv4Family,Standard Lsv 4 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardMSFamily,Standard MS Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardMBDSMediumMemoryv3Family,Standard MBDSMediumMemoryv3 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardMBSMediumMemoryv3Family,Standard MBSMediumMemoryv3 Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardMDSMediumMemoryv2Family,Standard MDSMediumMemoryv2 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardMSMediumMemoryv2Family,Standard MSMediumMemoryv2 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardMDSMediumMemoryv3Family,StandardMDS Medium Memoryv3 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardMSMediumMemoryv3Family,StandardMS Medium Memoryv3 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardMIDSMediumMemoryv2Family,Standard MIDSMediumMemoryv2 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardMISMediumMemoryv2Family,Standard MISMediumMemoryv2 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardMSv2Family,Standard MSv2 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardMDSHighMemoryv3Family,StandardMDS High Memoryv3 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardMSHighMemoryv3Family,StandardMS High Memoryv3 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardMIDSHighMemoryv3Family,StandardMIDS High Memoryv3 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardMISHighMemoryv3Family,StandardMIS High Memoryv3 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardNCFamily,Standard NC Family vCPUs,0,200,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardNCSv2Family,Standard NCSv2 Family vCPUs,0,100,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardNCSv3Family,Standard NCSv3 Family vCPUs,0,100,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardNCPromoFamily,Standard NC Promo Family vCPUs,0,200,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardNCADSA10v4Family,Standard NCADSA10v4 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,Standard NCASv3_T4 Family,Standard NCASv3_T4 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardNCADSA100v4Family,Standard NCADS_A100_v4 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardNCadsH100v5Family,Standard NCadsH100v5 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardNCCads2023Family,Standard NCCads2023 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardNDISRGB300G5V6Family,Standardndisrgb300g5v6family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardNDISRGB300V6Family,Standard NDISR GB300V6 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardNDISRGB200V6NDRFamily,StandardNDISRGB200V6NDRFamily vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardNDSFamily,Standard NDS Family vCPUs,0,100,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardNDSv2Family,Standard NDSv2 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardNDSv3Family,Standard NDSv3 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standard NDAMSv4_A100Family,Standard NDAMSv4_A100Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,Standard NDASv4_A100 Family,Standard NDASv4_A100 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardNDSH100v5Family,Standard NDSH100v5 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardNDISRH200V5Family,StandardNDISRH200V5Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardNDISv5MI300XFamily,StandardNDI Sv 5MI300X Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardNGADSV620v1Family,Standard NGADSV620v1 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardNPSFamily,Standard NPS Family vCPUs,0,350,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardNVADSA10v5Family,Standard NVADSA10v5 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardNVFamily,Standard NV Family vCPUs,0,200,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardNVadsV710v5Family,Standard NVadsV710v5 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardNVSv2Family,Standard NVSv2 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardNVSv3Family,Standard NVSv3 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardNVPromoFamily,Standard NV Promo Family vCPUs,0,200,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardNVSv4Family,Standard NVSv4 Family vCPUs,-1,0,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,standardPBSFamily,Standard PBS Family vCPUs,0,24,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardDiskCount,Standard Storage Managed Disks,0,50000,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,PremiumDiskCount,Premium Storage Managed Disks,0,50000,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardSSDDiskCount,StandardSSDStorageDisks,0,50000,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardSSDZRSDiskCount,StandardSSDZRSStorageDisks,0,50000,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,PremiumZRSDiskCount,PremiumZRSStorageDisks,0,50000,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,UltraSSDDiskCount,UltraSSDStorageDisks,0,1000,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,PremiumV2DiskCount,PremiumV2StorageDisks,0,5000,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardSnapshotCount,StandardStorageSnapshots,0,75000,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,StandardSSDSnapshotCount,StandardSSDStorageSnapshots,0,75000,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,PremiumSnapshotCount,PremiumStorageSnapshots,0,75000,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,ZRSSnapshotCount,ZrsStorageSnapshots,0,75000,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,UltraSSDDiskSizeInGB,UltraSSDTotalSizeInGB,0,102400,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,PremiumV2DiskSizeInGB,PremiumV2TotalDiskSizeInGB,0,1048576,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,DiskEncryptionSetCount,DiskEncryptionSets,0,5000,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,DiskAccessCount,DiskAccesses,0,1000,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,BackgroundCopyInProgressUltraSSDDiskCount,BackgroundCopyInProgressUltraSSDDisks,0,50,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,BackgroundCopyInProgressPremiumV2DiskCount,BackgroundCopyInProgressPremiumV2Disks,0,50,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,PremiumV2SnapshotCount,PremiumV2StorageSnapshots,0,1000,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,PremiumV2SnapshotSizeInGB,PremiumV2TotalSnapshotSizeInGB,0,102400,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,Gallery,Gallery,0,100,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,GalleryImage,Gallery Image,0,1000,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,GalleryImageVersion,Gallery Image Version,0,10000,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,GalleryApplicationVersion,Gallery Application Version,0,300,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Compute,GalleryScriptVersion,Gallery Script Version,0,300,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.DBforMySQL,standardBSFamily,standardBSFamily,0,128,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.DBforMySQL,standardDADSv5Family,standardDADSv5Family,0,256,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.DBforMySQL,standardDDSv4Family,standardDDSv4Family,0,256,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.DBforMySQL,standardEADSv5Family,standardEADSv5Family,0,256,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.DBforMySQL,standardEDSv4Family,standardEDSv4Family,0,256,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.DBforMySQL,standardEDSv5Family,standardEDSv5Family,0,256,Count
rm-artfds-slz-n-sub-01,23b1a3cd-0e03-4852-aa04-bad88fd77c6b,westeurope,Microsoft.Web,*,Total Regional VMs,-1,0,Instances
